NACA 23012  12%
0.99997000	0.00126000
0.99722000	0.00158000
0.98901000	0.00254000
0.97543000	0.00410000
0.95661000	0.00621000
0.93279000	0.00880000
0.90420000	0.01180000
0.87118000	0.01512000
0.83407000	0.01866000
0.79330000	0.02235000
0.74930000	0.02607000
0.70257000	0.02975000
0.65360000	0.03327000
0.60296000	0.03655000
0.55117000	0.03945000
0.49883000	0.04188000
0.44650000	0.04371000
0.39476000	0.04482000
0.34418000	0.04510000
0.29531000	0.04446000
0.24869000	0.04283000
0.20483000	0.04016000
0.16483000	0.03660000
0.12954000	0.03282000
0.09868000	0.02922000
0.07195000	0.02586000
0.04915000	0.02248000
0.03029000	0.01870000
0.01557000	0.01401000
0.00533000	0.00792000
0.00000000	0.00000000
0.00015000	-0.00956000
0.00628000	-0.02030000
0.01865000	-0.03176000
0.03730000	-0.04324000
0.06203000	-0.05382000
0.09230000	-0.06265000
0.12732000	-0.06915000
0.16604000	-0.07320000
0.20738000	-0.07524000
0.25131000	-0.07597000
0.29796000	-0.07554000
0.34681000	-0.07402000
0.39733000	-0.07150000
0.44897000	-0.06811000
0.50117000	-0.06397000
0.55335000	-0.05924000
0.60496000	-0.05405000
0.65541000	-0.04854000
0.70417000	-0.04285000
0.75070000	-0.03712000
0.79449000	-0.03145000
0.83506000	-0.02597000
0.87197000	-0.02079000
0.90482000	-0.01602000
0.93324000	-0.01176000
0.95693000	-0.00812000
0.97563000	-0.00518000
0.98914000	-0.00302000
0.99730000	-0.00170000
1.00003000	-0.00126000
999.90000000	999.90000000
1.20988522	0.13029344
1.20921182	0.13013347
1.20720101	0.12965700
1.20387737	0.12886233
1.19927570	0.12774881
1.19345837	0.12632053
1.18648540	0.12458071
1.17844436	0.12253728
1.16942368	0.12019582
1.15953035	0.11757664
1.14887565	0.11468833
1.13758303	0.11155720
1.12577787	0.10819695
1.11360090	0.10463752
1.10118627	0.10089049
1.08868261	0.09698602
1.07623261	0.09294145
1.06398277	0.08877819
1.05207642	0.08451912
1.04065045	0.08019014
1.02983770	0.07582097
1.01976227	0.07144347
1.01066974	0.06718695
1.00270252	0.06328146
0.99576060	0.05979706
0.98976841	0.05672216
0.98470116	0.05397861
0.98059372	0.05147797
0.97753667	0.04911755
0.97565179	0.04681130
0.97507684	0.04449496
0.97592951	0.04226192
0.97828791	0.04026300
0.98217380	0.03862847
0.98753672	0.03752622
0.99425101	0.03715528
1.00211714	0.03766914
1.01089993	0.03913653
1.02034245	0.04149585
1.03022861	0.04455138
1.04061120	0.04813612
1.05153360	0.05222595
1.06287963	0.05675995
1.07453247	0.06167167
1.08637404	0.06688354
1.09828304	0.07231949
1.11013689	0.07789233
1.12181750	0.08352449
1.13319824	0.08913265
1.14416657	0.09463859
1.15460760	0.09996325
1.16441008	0.10503953
1.17347234	0.10979585
1.18170044	0.11416874
1.18900980	0.11809816
1.19532207	0.12152899
1.20057616	0.12440972
1.20471784	0.12669934
1.20770696	0.12836195
1.20951107	0.12936977
1.21011478	0.12970656
999.90000000	999.90000000
1.36272221	0.36322459
1.36221902	0.36274936
1.36071584	0.36133133
1.35823482	0.35898129
1.35480642	0.35571612
1.35048260	0.35157054
1.34531375	0.34657732
1.33937172	0.34078714
1.33273030	0.33424903
1.32547201	0.32703409
1.31768893	0.31920539
1.30947480	0.31084744
1.30093135	0.30203480
1.29216551	0.29286376
1.28328763	0.28341142
1.27441139	0.27377823
1.26565166	0.26405052
1.25712462	0.25432011
1.24894295	0.24467848
1.24121226	0.23521648
1.23403273	0.22602630
1.22749590	0.21719756
1.22174981	0.20896503
1.21680272	0.20159917
1.21253305	0.19511063
1.20888110	0.18945160
1.20586452	0.18454199
1.20355769	0.18032265
1.20209042	0.17674995
1.20161118	0.17381023
1.20227144	0.17151676
1.20412639	0.17000921
1.20716829	0.16945730
1.21135083	0.16998470
1.21654638	0.17171158
1.22254660	0.17474748
1.22910193	0.17912557
1.23597436	0.18478775
1.24297216	0.19155225
1.25000606	0.19914149
1.25720528	0.20743727
1.26461943	0.21644036
1.27217838	0.22603994
1.27981418	0.23612003
1.28746335	0.24655443
1.29505887	0.25721660
1.30253818	0.26796974
1.30983781	0.27868765
1.31688974	0.28923482
1.32363563	0.29948727
1.33001550	0.30931908
1.33596655	0.31861649
1.34143653	0.32726672
1.34637583	0.33516781
1.35074121	0.34222547
1.35449238	0.34835278
1.35760219	0.35347462
1.36004418	0.35752833
1.36180153	0.36046275
1.36286002	0.36223760
1.36321446	0.36283113

